,Unnamed: 0,列1,refcode,Melting point_original,smiles,MP[K],MP[℃],note
0,2,2,AACMHX10,327-328 K,CC(=O)OC(=C1CCCCC1c1ccccc1)c1ccccc1,327.5,54.5,
1,4,4,AAMAND,384-386 K,COC1CCC2(C)C(CCC3C2CCC2(C)C3CC2C(C)=O)C1,385.0,112.0,
2,47,47,ABDSCE,427-428 K,CC(C)CCCC(C)C1CCC2C3CCC(=O)CC4CC4C(=C)C3CCC12C,427.5,154.5,
3,49,49,ABECAL,482-484K,c1ccc(cc1)c1ccc(cc1)c1cc2cc3cccc4cccc(c2c1)c34,483.0,210.0,
4,58,58,ABEGIY,388-390 K,O=C1OC(=CC=C1)C=Cc1ccccc1,389.0,116.0,
5,76,76,ABEKOH,142-146deg.C,CCC1C(CC)c2ccccc2C(=C2CCCc3ccc4ccccc4c23)c2ccccc12,417.15,144.15,
6,93,93,ABEPUS,69-71deg.C,CC1=CCC(C)(C)C2OC2CC2(C)OC2CC1,343.15,70.15,
7,99,99,ABEQAZ,66-69deg.C,CC1=CCCC2(C)OC2CC(C)(C)C2OC2C1,340.65,67.65,
8,107,107,ABEWAG,130 K,COC,130.0,-143.0,
9,128,128,ABIKIF,479-480 K,OCC12OC(C(C1c1ccc(O)cc1)C(O)=O)C(=O)C=C2,479.5,206.5,
10,135,135,ABINOO,543 K,CC1(C)OC(=O)C=CC2(C)C3CCC4(C)C(OC(=O)C4C3=CC(=O)C3OC123)C1=COC=C1,543.0,270.0,
11,137,137,ABINUU,497 K,COC(=O)C1(O)C(=O)C2(C)C(CCC1(C)C(=O)C1=COC=C1)C1(C)OC(=O)CC31C2CC(=O)OC3(C)C,497.0,224.0,
12,141,141,ABIPUW,388 K,CCCCC1OC(=O)C(=C1O)C(C)C(O)c1ccccc1,388.0,115.0,
13,155,155,ABIWOA,470.7-471.5 K,COC(=O)C12CCC3C(COC3=O)C1(O)C(O)CC2C,471.1,198.1,
14,162,162,ABIXUH,397.9-398.6 K,COC(=O)C12CCC3=C(COC3=O)C1=CCC2C,398.25,125.25,
15,164,164,ABIYES,402.5-402.7 K,COC(=O)C12CCC3=C(COC3=O)C1(O)CCC2C,402.6,129.6,
16,165,165,ABIYIW,467-467.3 K,CC1CCC23OC(=O)C(O)C12CCC1=C3COC1=O,467.15,194.15,
17,177,177,ABOCIG,495-496 K,CC1(CC(=O)OC1(c1ccccc1)c1ccccc1)c1ccccc1O,495.5,222.5,
18,178,178,ABOCOM,534-535 K,OC(=O)CC1c2ccccc2OC21c1ccccc1CCc1ccccc21,534.5,261.5,
19,179,179,ABOCUS,514-516 K,OC(=O)CC1c2ccccc2OC21c1ccccc1C=Cc1ccccc21,515.0,242.0,
20,187,187,ABOFEF,485-487 K,O=C1Oc2ccccc2C(=C1)C1c2ccccc2CCc2ccccc12,486.0,213.0,
21,189,189,ABOFIJ,488-490 K,O=C1Oc2ccccc2C(=C1)C1c2ccccc2C=Cc2ccccc12,489.0,216.0,
22,191,191,ABOFOP,519-521 K,O=C1Oc2ccccc2C(=C1)C1c2ccccc2Oc2ccccc12,520.0,247.0,
23,193,193,ABOFUV,449-451 K,CC1=C(C(c2ccccc2)c2ccccc2)c2ccccc2OC1=O,450.0,177.0,
24,195,195,ABOGOO,376-377 K,O=C1C2C3C=CCC3C(C3=C2CCC3)C21CO2,376.5,103.5,
25,196,196,ABOGUU,472-475 K,CC(C)CC1c2c(O)c3C(=O)CC(Oc3c(C)c2OC2=C1C(=O)C(C)(C)C(=O)C2(C)C)c1ccccc1,473.5,200.5,
26,197,197,ABOHEF,71-72 deg.C,COC(=O)C(C)=Cc1ccc2OCOc2c1,344.65,71.65,
27,205,205,ABOPIQ,58deg.C,COc1cccc(CC(=O)C(C)(C)C)c1,331.15,58.15,
28,206,206,ABOPOW,312.5 K,COc1ccc(CC(=O)C(C)(C)C)cc1,312.5,39.5,
29,217,217,ABOSAM,536-537 K,CC1CC2(OC3CC4C5CCC6CC(CC6(C)C5C(O)CC4(C)C3C2(C)O)C(O)=O)OC1(C)C,536.5,263.5,
30,257,257,ABTSPN,492-494 K,COC1CCC23CC42CCC2(C)C(C)(CCC52OC2(CC(C)C(=O)O2)CC5C)C4CCC3C1(C)C,493.0,220.0,
31,260,260,ABUCOP,388 K,Oc1ccc(cc1)C1(c2ccc(O)cc2)c2ccccc2c2ccccc12,388.0,115.0,
32,265,265,ABUGOW,544-546 K,CC(C)(O)C=C1OC(=O)C(=C1)C1CCC23CC12CCC1C2(C)C=CC(=O)C(C)(C)C2CC(O)C31C,545.0,272.0,
33,278,278,ABUKIR,429-430 K,CC(=O)OC1CCC(C)(C)C2CCC3=C(C(OC(C)=O)OC3=O)C12C,429.5,156.5,
34,290,290,ABULUE,451.5-453.7K,COC(=O)C1=CC(=CC2=C(C)C=C(C)C=C(C)C2=C1C(=O)OC)c1c(C)c(C)c(C)c(C)c1C,452.6,179.6,
35,291,291,ABUMAL,514.3-516.3K,COC(=O)c1c(C)c2c(C)c(C)c(C)c3C=C(c4c(C)c(C)c(C)c(C)c4C)c(c1C(=O)OC)c23,515.3,242.3,
36,292,292,ABUMEP,181.2-183.5deg.C,COC(=O)C1=CC(=CC2=C(C)C(=C(C)C(=C(C)C2=C1C(=O)OC)C)C)c1c(C)c(C)c(C)c(C)c1C,455.5,182.5,
37,311,311,ABUWOM,511.8-511.9 K,CC1(C)C2CC1C(=O)C(C2)=Cc1ccccc1O,511.85,238.85,
38,314,314,ACABUC,465 K,CC(=O)OCC12CCC(C1C1CCC3C4(C)CCC(OC(C)=O)C(C)(C)C4CCC3(C)C1(C)CC2)C1(C)CO1,465.0,192.0,
39,323,323,ACAGIW,354.9 K,CCOC(=O)CCC1CC2(OCCO2)C(CC1=O)C(C(=O)OC)C(=O)OC,354.9,81.9,
40,326,326,ACAMAT,68-70deg.C,CC1(C)C2CC(C1=C)C1(C2)Cc2ccccc2C1,342.15,69.15,
41,327,327,ACAMEL,175-176deg.C,COC1=CC(=O)C2=C(OC(=C2)C)C1=O,448.65,175.65,
42,338,338,ACANTH,208deg.C,CC(C)C(=O)OC1C(O)C2C(OC(=O)C2=C)C=C(C)CCC=C1C=O,481.15,208.15,
43,347,347,ACAVIJ,418-420K,CC1(O)C(O)C2(C)CCC1(C)C1(C)CCCC21,419.0,146.0,
44,350,350,ACAWIL,367 K,CC1CC=CC(=O)OC(C)CC=CC(=O)OC(C)CC(=O)O1,367.0,94.0,
45,359,359,ACAYAE,401-402 K,COC(=O)C=Cc1ccc(C=CC(=O)OC)c2ccccc12,401.5,128.5,
46,364,364,ACBZPO,37-8deg.C,CC(=O)OOC(=O)c1ccccc1,295.65,22.65,
47,365,365,ACCITR01,138-140deg.C,CC(=O)c1c(O)cc2OC3(C)CCC4C(C3)c2c1OC4(C)C,412.15,139.15,
48,366,366,ACCMBR,376-378 K,CC(C)C1CCC2(C)OC2CCC(=CC(CC(C)(O)C=C1)OC(C)=O)C,377.0,104.0,
49,371,371,ACECAN,95-96deg.C,CC(=O)OCc1c(C)cc(OC(C)=O)cc1O,368.65,95.65,
50,373,373,ACECER,421-422 K,CC1COC2(C)Oc3cc(O)cc(C)c3CC12,421.5,148.5,
51,381,381,ACEHUP,554-555 K,CC1CCC2(C)C(CCCC2=C)C1(C)C1CC2(C)C(C(C2C(=O)O1)c1ccc(O)cc1)C(O)=O,554.5,281.5,
52,384,384,ACEJEB,582-583 K,CC1CCC2(C)C(CCCC2=C)C1(C)CC1OC(=O)C2C(C(C(O)=O)C12C)c1ccc(O)cc1,582.5,309.5,
53,390,390,ACEKUO,122-123deg.C,COc1cccc2OC(=C(C)c12)C1(C)COc2cccc(OC)c12,395.65,122.65,
54,405,405,ACEPLN,359K,CC(=O)OC1COC(=O)C1(C)OC(C)=O,359.0,86.0,
55,406,406,ACEQEF,376-379 K,CC(=O)OCC1OC(CC=C)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,377.5,104.5,
56,407,407,ACEQIJ,368-369 K,OCC1OC(CC=C)CC(O)C1O,368.5,95.5,
57,412,412,ACESEH,533-535 K,CC1(C)C2CC(=O)C3(C)C(CCC4(C)C(OC(=O)C5OC345)C3=COC=C3)C2(C)C=CC1=O,534.0,261.0,
58,414,414,ACESTA,423 K,CC(=O)OC1CCC2C3CCC4(C)CC(=O)CCC4C3CCC12C,423.0,150.0,
59,417,417,ACETAC07,289.75 K,CC(O)=O,289.75,16.75,
60,434,434,ACEXOW,420.65 K,COc1ccccc1C1=COc2cc3OCOc3c(OC)c2C1=O,420.65,147.65,
61,447,447,ACGLSP,110deg.C,COC1OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,383.15,110.15,
62,448,448,ACGRAY,508-510 K,CC1OC2C3CCC4C(=C)C(CC(OC(C)=O)C(C)(C)C(=O)C(CC24CC3(C)O1)OC(C)=O)OC(C)=O,509.0,236.0,
63,450,450,ACHMIN,418 K,CC1C2CC(=C(C(C)=O)C(=O)C2(C)C(C(O)=O)(C(O)=O)C1(C)O)O,418.0,145.0,
64,457,457,ACIBOD,569-571K,CC1C2CCC3C4(CCCC5(C)COC(=O)C45)COC(=O)C3(C2)C1=O,570.0,297.0,
65,462,462,ACIDUL,278 K,CC1(C)C2CCC(C)(C2)C1=O,278.0,5.0,
66,473,473,ACILON,496-497.5 K,CCOc1cccc2cccc(c3cccc4cccc(OC(=O)C56CCC(C)(C(=O)O5)C6(C)C)c34)c12,496.75,223.75,
67,528,528,ACLOLN,439-440 K,CC1C(O)C(OC(C)=O)C2(COC(C)=O)C(CCC=C2COC(C)=O)C21CC(OC2=O)C1=COC=C1,439.5,166.5,
68,530,530,ACMCOC,80-81deg.C,CC1C(=O)OC2(C)C(CCC12C)COC(C)=O,353.65,80.65,
69,533,533,ACMEBZ,385K,CC(=O)Oc1c(C)cccc1C(O)=O,385.0,112.0,
70,534,534,ACMEPT10,329-331 K,CC(=O)OCC12C3C(=O)C1C23COC(C)=O,330.0,57.0,
71,557,557,ACOBUR,454-455 K,CC(C)(C)OC(=O)C1=C(OC(=C1C(=O)c1ccccc1)c1ccccc1)c1ccccc1,454.5,181.5,
72,559,559,ACOHKT,118-119deg.C,CC(=O)C1C2C(O)CCC(C)(C)C12C(C)=O,391.65,118.65,
73,561,561,ACOHOQ,415.5-416.5 K,CC1CC(=O)C=C2CC3=C(C(OC(C)=O)C12C)C(=CO3)C,416.0,143.0,
74,563,563,ACOJIN,389-390 K,CC1(C)OC(C2COc3ccccc3C2=C1)c1ccccc1,389.5,116.5,
75,565,565,ACOLET10,167-168deg.C,COC(=O)C1=C(C)OC(=C(CC2C(=C)CCC3C(C)(CCC(C)(C)O)C(CCC23C)OC(C)=O)C1=O)OC,440.65,167.65,
76,568,568,ACOPOZ,437-439 K,Cc1ccc(cc1)C(O)C1CCCCCCCCCCC1=O,438.0,165.0,
77,571,571,ACOQEQ,396-398 K,CCc1ccc(cc1)C(O)C1CCCCCCCCCCC1=O,397.0,124.0,
78,587,587,ACOSOE,357 K,CC(OC(C)=O)C1OC2CC(=O)OC2C1O,357.0,84.0,
79,590,590,ACOSUK,362 K,CC(O)C1OC2CC(=O)OC2C1OCc1ccccc1,362.0,89.0,
80,596,596,ACOTUI,419-421 K,COc1cc2c(OCc3ccccc3)c3cc4OCOc4cc3cc2c(OC)c1OC,420.0,147.0,
81,598,598,ACOVUK,76deg.C,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,349.15,76.15,
82,605,605,ACOXUM,95-96deg.C,CC12CCCC(=C1C(=O)c1ccccc1O2)O,368.65,95.65,
83,606,606,ACOYAT,383-385 K,OC12CCCC(=O)C1=Cc1ccccc1O2,384.0,111.0,
84,610,610,ACPYNS,374 K,COC1OC2COC1C(OC(C)=O)C2OC(C)=O,374.0,101.0,
85,612,612,ACRLAC02,285.45 K,OC(=O)C=C,285.45,12.45,
86,614,614,ACSALA13,408.5 K,CC(=O)Oc1ccccc1C(O)=O,408.5,135.5,
87,619,619,ACSCLR,467 K,CC(=O)OCC12CCCC(C)(C)C1CCC1(C)C3CC=C(C(C=O)C3(C)C(=O)CC21)C(C)=O,467.0,194.0,
88,672,672,ACUWOL,471-473 K,CC12CCC3C(C)(CO)C(O)CCC3(C)C1CC(O2)C1=CCOC1=O,472.0,199.0,
89,674,674,ACVCHO,69-70deg.C,CC(=O)C1CCCC(O)C1C=C,342.65,69.65,
90,691,691,ADAFEQ,492-493 K,OC(=O)c1ccc(CC2(CCCC(C=C)(C2=O)c2ccccc2)c2ccccc2)cc1,492.5,219.5,
91,695,695,ADAIDF,74-75deg.C,CC(=O)OC1C2OCC3OC1C3O2,347.65,74.65,
92,711,711,ADAMAN04,542 K,C1C2CC3CC1CC(C2)C3,542.0,269.0,
93,719,719,ADAQEC,294 K,CCCCCCCC(=O)c1ccccc1O,294.0,21.0,
94,726,726,ADATUV,506 K,CC(=O)OC1C(OC(C)=O)C2(C)OC(C)(CC(=O)C2C2(C)C(O)CCC(C)(C)C12)C=C,506.0,233.0,
95,734,734,ADEBUK,403-404 K,COC1OC23Oc4c(OC2(O)C(C)CC2C(CC(=O)C1=C32)C(C)C)c(C)cc1c(cc(O)c(C=O)c41)C(C)C,403.5,130.5,
96,737,737,ADECUI,322-323 K,COCc1ccc2ccc3cccc4ccc1c2c34,322.5,49.5,
97,764,764,ADEREH,380-382 K,O=C(C=Cc1ccc2OCOc2c1)c1ccccc1,381.0,108.0,
98,768,768,ADETAE,416-417 K,CC1CC(=O)CC21CC(=O)CC2C,416.5,143.5,
99,785,785,ADIBAR,413-414 K,OC(=O)c1ccc2CCc2c1,413.5,140.5,
100,809,809,ADIPAC07,426 K,OC(=O)CCCCC(O)=O,426.0,153.0,
101,827,827,ADISIQ,431-432 K,O1c2ccccc2C=CC21Oc1ccccc1c1ccccc21,431.5,158.5,
102,828,828,ADISOW,504-505 K,O1c2ccccc2C=CC21Oc1ccc3ccccc3c1c1c3ccccc3ccc21,504.5,231.5,
103,829,829,ADISUC,495-496 K,O1c2ccccc2c2ccccc2C21Oc1ccc3ccccc3c1C=C2,495.5,222.5,
104,831,831,ADITEN,485-486 K,O1c2ccccc2c2ccccc2C21Oc1ccccc1c1ccccc21,485.5,212.5,
105,832,832,ADITIR,493-494 K,O1c2ccccc2c2ccccc2C21Oc1ccc3ccccc3c1c1c3ccccc3ccc21,493.5,220.5,
106,838,838,ADMHEP01,420 K,OCC1OC(O)(CO)C(O)C(O)C1O,420.0,147.0,
107,839,839,ADMNTB01,298deg.C,O=C1C2CC3CC(C2)CC1C3,571.15,298.15,
108,847,847,ADOFOP,439-441 K,OC(C1CC=CC(=O)O1)C(OC(C(O)C1CC=CC(=O)O1)c1ccccc1)c1ccccc1,440.0,167.0,
109,848,848,ADOFUV,427-429 K,OC(C1OC2CC1OC(=O)C2)c1ccccc1,428.0,155.0,
110,849,849,ADOGAC,462 K,COC(=O)C1(O)C(=O)CCC2C34CC(OC3OC(OC(=O)c3ccccc3)C12CCC4C)C1=COC=C1,462.0,189.0,
111,874,874,ADOXOK01,456-457 K,CCCC(=O)OC1(C)CCC(O)C(=C)C(OC(C)=O)C2OC1C1C(CC(O)C(=C)C21)C(C)C,456.5,183.5,
112,887,887,ADULOB,88-90 deg.C,C(OCc1ccccc1)C1OC(C#Cc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1,362.15,89.15,
113,891,891,ADUMES,79 deg.C,CC(=C)C1CC2C(OC(c3ccccc3)C2(C)C(=O)C1)c1ccc2ccccc2c1,352.15,79.15,
114,933,933,AEXYGP10,96-8deg.C,CCOC1(C)OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2O1,325.15,52.15,
115,951,951,AFAMID,378K,COC(=O)C1=C(OC(OC1=O)(C(=C=O)C(=O)C(C)(C)C)C(C)(C)C)C(C)(C)C,378.0,105.0,
116,969,969,AFAXAH,426-427 K,CCCC1C(=O)OCc2c1cc1c3ccccc3ccc1c2c1ccccc1,426.5,153.5,
117,1018,1018,AFESAF,455-456 K,CCOC(=O)C1(O)C(OC2(C)CC(O)C1(O2)C(=O)OC)C(=O)OC,455.5,182.5,
118,1019,1019,AFESEJ,79-80deg.C,CCOC(=O)C1OC2=C(C(=O)CCC2)C1(O)C(=O)OCC,352.65,79.65,
119,1020,1020,AFESIN,392-393 K,CC(=O)C=CC1=COC(C(=O)OC(C)(C)C)C1(O)C(=O)OC(C)(C)C,392.5,119.5,
121,1023,1023,AFETIO,414-418 K,CC1(C)CCCC23COC(C)(CCC12)C3C(O)CC1=COC=C1,416.0,143.0,
122,1038,1038,AFFINB,580-583 K,COC1CC(C)OC2OC3CC4CCC5C(=C(O)C(=O)C6(C)C(CCC56O)C5=CC(=O)OC5)C4(C)CC3OC12O,581.5,308.5,
123,1085,1085,AFISIS,417 K,OC1(CCc2ccccc2)CC2=CC(=O)OC2=CC1=O,417.0,144.0,
125,1202,1202,AFUTIF,437-438 K,COC(=O)C(c1ccc2ccccc2c1)=C1C(=O)OC(C)(C)OC1=O,437.5,164.5,
126,1223,1223,AGAJEX,98.8deg.C,O=C1CC(=O)OCCCCCCCCOC(=O)CC(=O)OCCCCCCCCO1,371.95,98.95,
127,1225,1225,AGAJIB,390.3 K,O=C1CC(=O)OCCCCCCCCCCCCOC(=O)CC(=O)OCCCCCCCCCCCCO1,390.3,117.3,
128,1230,1230,AGAMEA,71-73deg.C,COC(=O)C1CC=C(c2ccccc2)C2(CC2)C1C(=O)OC,345.15,72.15,
129,1232,1232,AGAMUQ,48deg.C,COC(=O)C1CC=C(c2ccc(C)cc2)C2(CC2)C1C(=O)OC,321.15,48.15,
130,1243,1243,AGAVUC,464-465 K,COC(=O)C1=COC2OC3OC45CC3C2C1C4C(C)(C)C5O,464.5,191.5,
131,1266,1266,AGEPIL,460-461 K,Cc1cc2OCCOCCOc3c(C)cc(OCCOCCOc1c1ccccc21)c1ccccc31,460.5,187.5,
132,1267,1267,AGEPUX,396-398 K,COC12CCC=CCC(C1=O)C1(CCC=CCCC1=O)O2,397.0,124.0,
133,1268,1268,AGEQAE,98-100 deg.C,CCOC(=O)C(O)(C(C=C)c1ccccc1)c1ccccc1,372.15,99.15,
134,1307,1307,AGIHIL,218.0-224.1 deg.C,COc1cc(OC)c2C(=O)C3(Oc2c1)C(C)CCCC3O,494.2,221.2,
135,1309,1309,AGIKIM,400 K,CCOC(=O)C12C(CC(=O)CC1Oc1ccccc21)OC,400.0,127.0,
136,1310,1310,AGIMAG,410 K,CCOC(=O)Oc1c(OC)cccc1c1ccc(O)cc1,410.0,137.0,
137,1353,1353,AGOTUL01,483 K,CC(C)(C)c1ccc(O)c(Cc2cc(cc(Cc3cc(ccc3O)C(C)(C)C)c2O)C(C)(C)C)c1,483.0,210.0,
138,1377,1377,AGURAV,388 K,OCC(O)(C(C=C)c1ccccc1)c1ccccc1,388.0,115.0,
139,1378,1378,AGUREZ,68 deg.C,CC1(C)OCC(O1)(C1CCCC=C1)c1ccccc1,341.15,68.15,
140,1452,1452,AHEJAZ08,343 K,CC(O)C#CC#CC(C)O,343.0,70.0,
141,1478,1478,AHENOQ,424-425K,OC(=O)C1C2CCC(C2)C1C(O)=O,424.5,151.5,
142,1481,1481,AHEPOS,329-330K,O=C(C1CCCCC1)c1ccccc1,329.5,56.5,
143,1483,1483,AHEQIP,383 K,OOC(OO)c1ccc(cc1)C(OO)OO,383.0,110.0,
144,1484,1484,AHEQOT,371K,OC(C=Cc1ccccc1)=CC(=O)c1ccccc1,371.0,98.0,
145,1499,1499,AHEWEQ,60-61 deg.C,COC(=O)C12C3CCC1C(C)(C)C(C3)CC2=O,333.65,60.65,
146,1507,1507,AHEZUJ,75-76 deg.C,CCOC(=O)C1=CCC2C1C(OCC2=O)OC(=O)C(C)(C)C,348.65,75.65,
147,1509,1509,AHGLPY10,184deg.C,OC1C(O)C2COC(O2)C1O,457.15,184.15,
148,1516,1516,AHIDIT,402-404 K,OC1COCC(O)C(O)C1O,403.0,130.0,
149,1518,1518,AHIHEF,404-405 K,CC1=CC(=C(C)O1)C(O)=O,404.5,131.5,
150,1532,1532,AHILIM,384 K,CC(=O)C1CCC(CC1)C(O)=O,384.0,111.0,
151,1534,1534,AHILOS,409 K,CC(=O)C1CCCCC1C(O)=O,409.0,136.0,
152,1545,1545,AHIPEP,426.65-428.65 K,COc1cc(ccc1O)C1COC(=O)C1c1ccc(O)c(OC)c1,427.65,154.65,
153,1546,1546,AHIPIT,370.83-371.83 K,O=C1OCC(C1c1ccccc1)c1ccccc1,371.33,98.33,
154,1550,1550,AHIWAP,128.8-130.1 deg.C,CCCc1c(CCC)c(CCC)c2Cc3c(CCC)c(CCC)c(CCC)c(CCC)c3Cc2c1CCC,402.6,129.6,
156,1578,1578,AHOWEZ,474-475 K,CC1(C)OCCC2(C)C(CCC3(C)C2CCC2C(=O)CCC32C)O1,474.5,201.5,
157,1579,1579,AHOWOL,425 K,CCOC(=O)C1(OCCC1(O)C=Cc1ccccc1)c1ccccc1,425.0,152.0,
158,1586,1586,AHTEST10,200deg.C,CC(=O)OC1CC2(C)C3CCC4(C)C(CCC4C3CCC2=CC1=O)OC(C)=O,473.15,200.15,
159,1587,1587,AHUBAG,96-98deg.C,CC1(C)C2(C)CCC1(OC2=O)C(=O)OC1CC2(CCC32CCC3)C21CCC2,370.15,97.15,
160,1607,1607,AHUKAQ,85-86 deg.C,OC1C=C(COCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)C1O,358.65,85.65,
161,1622,1622,AHUPEY,464-465 K,COc1c(C)c2COCCOCc3c(C)c(OC)c(C)c(COCCOCc(c1C)c2OC)c3OC,464.5,191.5,
162,1644,1644,AHUYEI,410 K,CC(C)CC1(CCC(C)C1O)C(O)=O,410.0,137.0,
163,1649,1649,AIPGLC,103-104deg.C,CC(=O)OC1COC2OC(C)(C)OC2C2OC(C)(C)OC12,376.65,103.65,
164,1650,1650,AISMRS,416-417 K,CC(=O)OCC12CC1(C)C1CC(C)(C)CC1CC2(O)CO,416.5,143.5,
165,1679,1679,AJAMIH,357.2-358.7 K,CC(=C)C1OC2CCC3(C)CCCCC3=C2CC1O,357.95,84.95,
166,1680,1680,AJAMON,378-380 K,CC(=C)C1OC2CCC3(C)CCCCC3(O)C2=CC1O,379.0,106.0,
167,1695,1695,AJAWAL,338 K,COc1cc2C(=O)C3(Oc4cc(OC(=O)c5ccccc5)cc(OC(=O)c5ccccc5)c4C3c2cc1OC(=O)c1ccccc1)C(C)=O,338.0,65.0,
168,1696,1696,AJAWIT,402-404 K,OCC1(O)C=CC2CC(=O)OCC12,403.0,130.0,
169,1719,1719,AJELAC,78-80deg.C,COC(=O)C1(CC2=CC(=O)CC2=C1)C(=O)OC,352.15,79.15,
170,1734,1734,AJIBIF,406 K,CC(=O)CC1=C(O)CC(C)(C)CC1=O,406.0,133.0,
171,1758,1758,AJIXUM,353-354.5K,Cc1cccc(c1)C1(O)c2ccccc2c2ccccc12,353.75,80.75,
172,1765,1765,AJOFAG,214-215 deg.C,COC1C(O)C2C(C)(C(O)CCC32CO3)C(=O)C(O)C2CCC1(O)C2(C)C,487.65,214.65,
173,1778,1778,AJOTOI,154.5-155.0 deg.C,CC1=C2C(COCCCCOC2=O)C(O1)(c1ccccc1)c1ccccc1,427.9,154.9,
174,1788,1788,AJOYAZ,158-159 deg.C,CC(C)CCCC(C)C1CCC2C3=CC4CC54CC(O)CCC5(C)C3CCC12C,431.65,158.65,
175,1789,1789,AJOYED,436-437 K,CC12CCC3C(CC4CC54CC(O)CCC35C)C1CCC2=O,436.5,163.5,
176,1790,1790,AJOYIH,461-462 K,CC12CCC(=O)CC31CC3C(=O)C1=C3CCC(=O)C3(C)CCC21,461.5,188.5,
177,1791,1791,AJOYON,197-198 deg.C,CC12CCC3C(C4CC4C4=CC(=O)CCC34C)C1CCC2=O,470.65,197.65,
178,1793,1793,AJOYUU,439 K,CC(C)(C)C(=CC=C(C(C)(C)C)C(C)(C)C)C(=CC=C(C(C)(C)C)C(C)(C)C)C(C)(C)C,439.0,166.0,
179,1794,1794,AJOZAB,61 deg.C,CC(C)(C)C=CC=C(C(=CC=C(C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C,334.15,61.15,
180,1795,1795,AJOZEF,55 deg.C,CC(C)(C)C=CC=C(C(=CC=CC(C)(C)C)C(C)(C)C)C(C)(C)C,328.15,55.15,
181,1804,1804,AJOZUV,96 deg.C,CC(C)(C)C(CC=C(C(=CC=C(C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C,369.15,96.15,
182,1806,1806,AJUBAJ,380 K,CC(C)(C)C(CC=C(C(=CCC(C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C,380.0,107.0,
183,1848,1848,AJUQEC,479-480 K,COc1ccc(CC2OC(=O)C(c3ccc(OC)cc3)(c3cc(OC)cc(OC)c3)c3c(O)cc(O)cc23)cc1,479.5,206.5,
184,1849,1849,AJUQIG,503-504 K,COc1ccc(cc1)C1C(O)c2cc(OC(C)=O)cc3OC(=O)C(c4ccc(OC)cc4)(c4cc(OC)cc(OC)c14)c23,503.5,230.5,
185,1850,1850,AJUQOM,96-98 deg.C,O=C(C(C1CCCC=C1)C(=O)c1ccccc1)c1ccccc1,370.15,97.15,
186,1854,1854,AJURED,375-377 K,CCOC(=O)C(C(C(=O)OC)C1=C(c2ccccc2)c2ccccc2C1)C(=O)OCC,376.0,103.0,
187,1886,1886,AKAJUR,446-447 K,COC(=O)C12C(CCCC1=O)CC(=O)C1(C)C2CCC2(C)CC(=O)CC12,446.5,173.5,
188,1888,1888,AKAKEC,440-441 K,COC(=O)C12C(CCCC1=O)CC(=O)C1C2CCC2(C)CC(=O)CC12,440.5,167.5,
189,1889,1889,AKAKIG,434-436 K,COC(=O)C12C3CCC4(C)CC(=O)CC4C3(C)C(=O)C=C1CCCC2=O,435.0,162.0,
190,1891,1891,AKAKUS,389-391 K,COC(=O)C12C(CCCC1=O)CC(=O)C1(C)C(CCCC21)CC=O,390.0,117.0,
191,1892,1892,AKALAZ,423-424 K,COC(=O)C12C3CCCC(CC=O)C3(C)C(=O)C=C1C1(CCC2=O)OCCO1,423.5,150.5,
192,1893,1893,AKALED,410-411 K,COC(=O)C12C3CCCC(CC=O)C3(C)C(=O)CC1C1(CCC2=O)OCCO1,410.5,137.5,
193,1901,1901,AKAPIL,396-398 K,CC(C)(C)c1ccc2C(=O)C(=O)C(=Cc2c1)C(C)(C)C,397.0,124.0,
194,1905,1905,AKATEM,507-509 K,CC(C)(C)c1ccc(cc1)c1ccc2C(=O)c3ccccc3C(=O)c2c1c1ccc(cc1)C(C)(C)C,508.0,235.0,
195,1926,1926,AKEGAA,363 K,CCCCCCCCCCCCCC(=O)c1c(O)cccc1O,363.0,90.0,
196,1939,1939,AKIFUV,408 K,C=C(c1ccccc1)c1ccc(cc1)C(=C)c1ccccc1,408.0,135.0,
197,1968,1968,AKOROH,212-214 deg.C,CC=C(C)C(=O)OC1C2(O)OC(=O)C(=C2CC2(C)C(C)C(CC3OC123)OC(C)=O)C,486.15,213.15,
198,1969,1969,AKORUN,182-184 deg.C,CC1C(CC2OC32CC2(O)OC(=O)C(=C2CC13C)C)OC(=O)C=C(C)C,456.15,183.15,
199,1987,1987,AKUDES,517 K,CC12c3ccccc3c3cccc4ccc(Oc5ccc6ccccc6c15)c2c34,517.0,244.0,
200,1989,1989,AKUHEV,485-487 K,CC1COC(=CC1)C(C)C1C(CC2C3CC=C4CC(O)CCC4(C)C3CCC12C)OC(C)=O,486.0,213.0,
