,Unnamed: 0,列1,refcode,Melting point_original,smiles,MP[K],MP[℃],note
7056,61149,61149,MOFZIQ,480 K,COC1OC(=O)c2c(O)cc(O)c(C)c2C1C(C)=O,480.0,207.0,
7057,61151,61151,MOFZOW,448-449 K,Cc1c(O)cc(O)c2C(=O)OC(C)(O)Cc12,448.5,175.5,
7058,61168,61168,MOGKOJ,440.6-441.3 K,CCOC12OCC3C(C)C(C4=CC(C)C5C(C4C13)C(=O)OC5=O)C2(O)C=C,440.95,167.95,
7059,61172,61172,MOGLAW,470.8-471.2 K,CC1C2(O)C3C(COC2=O)C(=CC21CCCC(C32)C(C)=O)C,471.0,198.0,
7060,61173,61173,MOGLEA,436-436.5 K,CCOC12OCC3C(C)C(C(C)C1=O)C1=CC(C)C4C(C1C23)C(=O)OC4=O,436.25,163.25,
7061,61182,61182,MOGSEG,396-397 K,OC(=O)C1C2CCC3CC1C(=O)CC23,396.5,123.5,
7062,61229,61229,MOHTIM,376-378 K,CCOC(=O)C(CC1=C(CC(C1)(C(=O)OC)C(=O)OC)C(=O)CC)C(=O)OCC,377.0,104.0,
7063,61233,61233,MOHVAH,94-95 deg.C,CCOC(=O)C(C)c1cc2c3ccccc3ccc2c(C(=O)OC)c1C(=O)OC,367.65,94.65,
7064,61245,61245,MOJCOE,378 K,CC(C)C1CCC(C)CC1(O)CC(=C)CC1(O)CC(C)CCC1C(C)C,378.0,105.0,
7065,61255,61255,MOJNII,500 K,CC1(C)OC2(OC1=O)C1C=CC(C3C=CC(=O)C4(OC(=O)C(C)(C)O4)C13)C2=O,500.0,227.0,
7066,61257,61257,MOJPEG,301 K,OC(C1CCCCC1)C1CCCCC1=O,301.0,28.0,
7067,61260,61260,MOJPOQ,78-79deg.C,OC(C1CCCCC1=O)c1ccccc1,351.65,78.65,
7068,61265,61265,MOJQAD,68-69deg.C,CCC1CCCC(=O)C1C(O)C1CCCCC1,341.65,68.65,
7069,61268,61268,MOJQIL,379-381 K,CCC1CCCC(=O)C1C(O)c1ccccc1,380.0,107.0,
7070,61271,61271,MOJQUX,64-67deg.C,CCC1CCC(=O)C1C(O)C1CCCCC1,338.65,65.65,
7071,61272,61272,MOJRAE,84-86deg.C,CCC1CCC(=O)C1C(O)c1ccccc1,358.15,85.15,
7072,61284,61284,MOKCAQ,184deg.C,O=C1OC(=CC(=C1c1ccccc1)c1ccccc1)c1ccccc1,457.15,184.15,
7073,61301,61301,MOKPAE,448-449 K,OCC(CO)Cc1ccc(CC(CO)CO)cc1,448.5,175.5,
7074,61308,61308,MOKPUX,68-70deg.C,O1C(C(Oc2ccccc12)=Cc1ccccc1)c1ccccc1,342.15,69.15,
7075,61309,61309,MOKQAE,200deg.C,CCc1c(CC)c(CC)c2cc3c(CC)c(CC)c(CC)c(CC)c3cc2c1CC,473.15,200.15,
7076,61310,61310,MOKQEI,102deg.C,CCc1cc2c(Cc3c(CC)c(CC)c(CC)c(CC)c23)c(CC)c1CC,375.15,102.15,
7077,61311,61311,MOKQIM,105deg.C,CCc1c(CC)c(CC)c2c(Cc3c(CC)c(CC)c(CC)c(CC)c23)c1CC,378.15,105.15,
7078,61320,61320,MOKTAH,481-483 K,COC(=O)C12C(C)C(C=CC(O)=O)C(C(=O)OC)(C1=O)C(=C2c1ccccc1)c1ccccc1,482.0,209.0,
7079,61321,61321,MOKTEL,458-459 K,CCOC(=O)C=CC1C(c2ccccc2)C2(C(=O)OC)C(=O)C1(C(=O)OC)C(=C2c1ccccc1)c1ccccc1,458.5,185.5,
7080,61325,61325,MOKVUD,409-410 K,CC1(C)C2CCC(C)(O)C3CCC(C)(O)C3C12,409.5,136.5,
7081,61340,61340,MOKXIV,343.5-344 K,COC(=O)c1ccccc1C#Cc1ccccc1OC,343.75,70.75,
7082,61344,61344,MOKYEQ,403-405 K,CC1=C(OC=C1)C1OC(=O)C2CCC3(C)C(CCC=C3C)C12C,404.0,131.0,
7083,61354,61354,MOKZER,428-429 K,OC1(c2ccccc2)c2cccc3cccc(c23)C1(O)c1ccccc1,428.5,155.5,
7084,61377,61377,MOLJAY,406 K,CC(C)(C)C1CCC(=O)C(C1)CC(=O)c1ccccc1,406.0,133.0,
7085,61378,61378,MOLJON,451-453 K,CC12CC3C(O1)C(CO2)OC3=O,452.0,179.0,
7086,61380,61380,MOLKUU,399 K,OC(=O)C1CCC2CC(=O)CCC2C1,399.0,126.0,
7087,61389,61389,MOLOLD,248-250deg.C,COC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)C5CC4(C(CC32C)OC)C(=O)O5)C1(C)C,522.15,249.15,
7088,61396,61396,MOLRIO,439-441 K,CC(C)=CCC1CC2C(=O)C=C(O)C(C2=O)C1(C)C,440.0,167.0,
7089,61407,61407,MOLYOD,55 deg.C,COC(=O)C1C(C(C(C1C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC,328.15,55.15,
7090,61420,61420,MOMILC,500-501 K,CC1(CCC2C3CC(O)CC4(C)C(=O)OC(C=C2C1)C34C)C=C,500.5,227.5,
7091,61424,61424,MOMODT,206-7deg.C,COc1c2COCCOCCOCc3cc(C)cc(c3OC)c3cc(C)cc(c3OC)c1cc(C)c2,379.65,106.65,
7093,61426,61426,MOMPTD,386K,COc1cc(C)c(OC)c2COC(=O)c12,386.0,113.0,
7094,61451,61451,MONRAI,67.2-67.6 deg.C,O=C(OCc1ccccc1)C=CC=CC(=O)OCc1ccccc1,340.55,67.55,
7095,61460,61460,MONSOX,376.5-376.6 K,Cc1ccc(COC(=O)C=CC=CC(=O)OCc2ccc(C)cc2)cc1,376.55,103.55,
7096,61475,61475,MOPFLG10,394-395 K,COC12CC3C(COC(=O)c4ccccc4)C(OC1(C)CC3=O)O2,394.5,121.5,
7097,61488,61488,MOPICS,160-1deg.C,COC1CCC(C)C2CC3OC(=O)CC4C(=CCC(C12C)C34C)C,353.65,80.65,
7098,61491,61491,MOPMEJ,543 K,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(O)=O,543.0,270.0,
7099,61518,61518,MOPYUL,122-123deg.C,COC(=O)C1(C2C=CC3C(C12)C3(C(=O)OC)C(=O)OC)C(=O)OC,395.65,122.65,
7100,61540,61540,MOQMEL,501-502 K,CCC1OC(=O)c2c3OC(C(O)c3ccc12)C(C)(C)O,501.5,228.5,
7101,61543,61543,MOQMUB,527-529 K,COc1cc(O)c2C(=O)c3c(O)ccc(O)c3Oc2c1CC1C(C)(C)C2CCC1(C)O2,528.0,255.0,
7102,61546,61546,MOQNEM,439-440 K,CC(=O)OC(c1ccccc1)C12OC(CC(=C1)c1ccccc1)c1ccccc21,439.5,166.5,
7103,61550,61550,MOQPOY,405-407 K,CC1(C)C(=C2c3ccccc3OC2(c2ccccc2)c2ccccc2)C1(C)C,406.0,133.0,
7104,61578,61578,MORQAM,412-415 K,CCCCCCC(=O)c1cc(O)c2ccccc2c1O,413.5,140.5,
7105,61580,61580,MORRIV,429 K,c1ccc2c(c1)ccc1C3C(C4c5ccccc5C3c3ccccc43)c21,429.0,156.0,
7106,61602,61602,MORZUP,58-60 deg.C,CC1C=CCC2(C)C1C(=O)c1ccccc1C2=O,332.15,59.15,
7107,61604,61604,MOSBAY,64-66 deg.C,CC1=CC(=O)C2(C)C3CC(C=C3)C2C1=O,338.15,65.15,
7108,61650,61650,MOSXUN,552-553 K,COc1cc(OC)c2c(OC(=O)c3ccc4C(=O)c5ccccc5C(=O)c4c23)c1,552.5,279.5,
7109,61653,61653,MOSYEY,458-461 K,COC(=O)C12C(CCCC1=O)CC(=O)C1C2CCC2(C)C(=O)CCC12O,459.5,186.5,
7110,61658,61658,MOSZAV,467-468 K,Cc1ccc(c2cc(cc(c2)c2ccc(C)c3ccccc23)c2ccc(C)c3ccccc23)c2ccccc12,467.5,194.5,
7111,61694,61694,MOUNDC,402 K,COC1(CC2C(C)(O)CC3CC(C)(C)CC3C12CO)OC,402.0,129.0,
7112,61709,61709,MOVFOS,385-387 K,CC(=O)OC1CCC2C3CCC4C(CCCC4(C)C3CCC12C)C=O,386.0,113.0,
7113,61714,61714,MOVJOX,65-66 deg.C,CC(C)=CCOc1ccccc1C(=O)c1ccccc1,338.65,65.65,
7114,61715,61715,MOVJUD,398-399 K,CC1(C)C2COC(O2)(c2ccccc2)c2ccccc12,398.5,125.5,
7115,61716,61716,MOVKEO,531-533 K,CC1(COC(=O)c2cc3C(=O)OCC(C)(c4ccccc4)c3cc12)c1ccccc1,532.0,259.0,
7116,61725,61725,MOVNAN,398-399 K,CC1(O)CC2OC(=O)C3C2C1C3=C,398.5,125.5,
7117,61727,61727,MOVPET,431-432 K,COc1ccc(cc1)C=C1c2cc(OC)cc(OC)c2C(=C1c1cc(OC)cc(OC)c1)c1ccc(OC)cc1,431.5,158.5,
7118,61796,61796,MOXBEN01,329 K,COc1ccc(OC)cc1,329.0,56.0,
7119,61798,61798,MOXCPA10,419-421 K,COC(O)=C1C(=C(C(=O)OC)C(=C1C(=O)OC)C(=O)OC)C(=O)OC,420.0,147.0,
7120,61810,61810,MOXHUD,394.2-395.4 K,C1Oc2ccc3ccccc3c2C2C=CC=C(C12)c1ccccc1,394.8,121.8,
7121,61812,61812,MOXJAL,64.5-65.7 deg.C,C1C(C=CC=C1c1ccccc1)c1ccccc1,338.25,65.25,
7122,61816,61816,MOXKAO,414.8-416.4 K,COC(=O)C1=CC2C3OCCCC3C1OC2=O,415.6,142.6,
7123,61818,61818,MOXLOB,396 K,CCOC(=O)C1(Cc2ccccc2C=C1c1ccccc1)C(C)=O,396.0,123.0,
7124,61819,61819,MOXLUH,484 K,CCOC(=O)C1(C)c2cc3ccccc3cc2c2ccc3ccccc3c12,484.0,211.0,
7125,61820,61820,MOXPET,226-8deg.C,COc1ccccc1C(C(c1ccccc1OC)c1ccccc1OC)c1ccccc1OC,390.15,117.15,
7126,61833,61833,MOYHOX,403.5-405 K,CC(C)(C)C(=O)C12CC1c1ccccc1OC2=O,404.25,131.25,
7127,61834,61834,MOYHUD,395.5-397 K,O=C1Oc2ccccc2C2CC12C(=O)c1ccccc1,396.25,123.25,
7128,61836,61836,MOYKUG,468 K,CCC12CC(=C)C3C(CCC4=CCCCC34)C1CC(O)C2(O)C#C,468.0,195.0,
7129,61878,61878,MOZJIU,439-440 K,CC1(C)OCC(C)(O1)C1Cc2cc3C=CC(=O)Oc3cc2O1,439.5,166.5,
7130,61893,61893,MOZLIX,395-396K,COC1CC2C3CCC(C(C)COC(C)=O)C3(C)CCC2C2(C)CCC3CC123,395.5,122.5,
7131,61942,61942,MPBZPA,243-4deg.C,COc1ccc(cc1)C1OC2=C(C(=O)Oc3ccccc23)c2c(O)c(OC)cc(O)c12,396.65,123.65,
7132,61943,61943,MPBZPB,245-6deg.C,COc1ccc(cc1)C1C2=C(Oc3c(OC(C)=O)c(OC)cc(OC(C)=O)c13)c1ccccc1OC2=O,398.65,125.65,
7133,61945,61945,MPCAZU,117-120deg.C,CC1=CC(=C2C=CC3=C2C(=C1)C=C3c1ccccc1)C,391.65,118.65,
7134,61946,61946,MPCHEO,150deg.C,CC1(C)OCC2(C)C(CCC3(C)C2CCC2CCC4CC(=O)CCC324)O1,423.15,150.15,
7135,61952,61952,MPEOCO,441 K,COc1ccccc1CCC1=C(C)CC(O)C2C(C)CCC(=O)C12C,441.0,168.0,
7136,61957,61957,MPIMAC,403 K,CC(CC(C)C(O)=O)CC(C)C(O)=O,403.0,130.0,
7137,61996,61996,MPXSND,421 K,CC1(C)CC(C)(C)C(=O)C1C1OC2(CC1=O)C(=O)C(C)(C)CC2(C)C,421.0,148.0,
7138,62001,62001,MPYCHD,379-380 K,CC#CC1=C(C)C(=O)C(=C(C#CC)C1=O)C,379.5,106.5,
7139,62012,62012,MRUBFN01,467-468 K,COc1cc(O)c2c(O)c3C(=O)C=C(C)Oc3cc2c1C,467.5,194.5,
7140,62018,62018,MSFURY01,557-560 K,Cc1cc(C)c(c(C)c1)C1=CC(C(=O)O1)=C1C=C(OC1=O)c1c(C)cc(C)cc1C,558.5,285.5,
7141,62034,62034,MSTMAC,461-462 K,COc1cc(OC(C)=O)c2C(=O)c3c(OC)cc4OC5OC=CC5c4c3Oc2c1OC,461.5,188.5,
7142,62039,62039,MTANNL,302K,C1C2=CC=CC=C1C=CC=C2,302.0,29.0,
7143,62049,62049,MTCDEC,83-4deg.C,COC(=O)C1C2CC3CC4C2C4C3C1C(=O)OC,316.65,43.65,
7144,62126,62126,MUCGIB,387K,CC(C)=CCC12CCC(C)(C)C=C1OC(=O)C=C2OC(=O)c1ccccc1,387.0,114.0,
7145,62128,62128,MUCHOI,426-428 K,CCOC12CC(C)(c3ccc(C)cc3O1)c1ccc(C)cc1O2,427.0,154.0,
7146,62129,62129,MUCHUO,65-66 deg.C,CC(=C)C(=O)Oc1ccc(O)c(c1)C(C)=O,338.65,65.65,
7147,62137,62137,MUCLEC,417-419 K,CC1CC(O)C2CC3(OC(=O)C2=C)C1CCC3(C)O,418.0,145.0,
7148,62171,62171,MUDBES,104.5-105 deg.C,CCCc1cc(OC)c2C(CCc3cc(OC)c(OC)c(OC)c3c2c1O)OC,377.9,104.9,
7149,62176,62176,MUDDIY,54.8-55.6 deg.C,CC1CCC2(O)C(C)COC2C1,328.35,55.35,
7150,62204,62204,MUDRAG,434 K,CC1CC2(O)C(C1O)C(O)C(=C)CCC1C(C=C(C)C2=O)C1(C)C,434.0,161.0,
7151,62214,62214,MUFCUM,390-392 K,COC(=O)C1CCC(O)(CCc2ccccc2c2ccccc2C1)C(C)C,391.0,118.0,
7152,62237,62237,MUFLUU,359K,C1CC(=C2Cc3ccccc3C2)c2ccccc12,359.0,86.0,
7153,62240,62240,MUFNAD,461-463 K,COc1cc(OC)c2C(=O)C3=C(O)CCCC3(C3CCc4c(OC)c5cc(OC)cc(OC)c5c(OC)c4C3=O)C(=O)c2c1,462.0,189.0,
7154,62250,62250,MUFVUE,156-158 deg.C,CC1CCC2C3(C)COC4(CCCCC4)OC3CCC2(C)C21CCC1(CCOC3(CCCCC3)OC1)O2,430.15,157.15,
7155,62255,62255,MUFXUG,559 K,COC1CCC2(C)C(CCC3(C)C2CCC2C4=CC(C)(C)CCC4(C)CCC32C)C1(C)C,559.0,286.0,
7156,62259,62259,MUFZES,437 K,C(c1ccccc1)C(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1,437.0,164.0,
7157,62262,62262,MUGBEV,82.7-83.7deg.C,CCCCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(CC=C)OC(=O)C=C,356.35,83.35,
7158,62268,62268,MUGFOL,383 K,CCC1CC(=Cc2ccc(OC)cc2)C(=O)c2ccccc12,383.0,110.0,
7159,62273,62273,MUGLOP,391-393 K,CC1(C)CCC2=C(O1)C1(CO1)c1ccccc1C2=O,392.0,119.0,
7160,62284,62284,MUGWIU,71 deg.C,CC(C(C)C(COC(=O)OC(C)(C)C)C=C)C(COC(=O)OC(C)(C)C)C=C,344.15,71.15,
7161,62285,62285,MUGWOA,435 K,CC1OC(C)(C)OCC1C(C)C(C)C1COC(C)(C)OC1C,435.0,162.0,
7162,62286,62286,MUGWUG,70 deg.C,CC(C1COCOC1)C(C)C1COCOC1,343.15,70.15,
7163,62305,62305,MUHDAV,502-503 K,COc1ccc(c2ccccc2c2ccccc2)c2c1CCC1=C2c2c(CC1)ccc1C(=O)C(=CC(=O)c21)C,502.5,229.5,
7164,62312,62312,MUHMAE,391 K,COC(=O)C1(CC2C(OC(OC2(C1)C=Cc1ccccc1)c1ccccc1)c1ccccc1)C(=O)OC,391.0,118.0,
7165,62325,62325,MUHXUI,399-400 K,COC(=O)C12C3OC4(C=C3)C(C(C3=CC=CO3)C3(OC1C=C3)C24C(=O)OC)C1=CC=CO1,399.5,126.5,
7166,62353,62353,MUJLIN,432-433 K,C1CC=C2C3=CCCCC3(c3ccccc3)c3ccccc3C2(C1)C1CCCC(=C1)c1ccccc1,432.5,159.5,
7167,62373,62373,MUJZUN,416-418 K,COc1ccc(cc1)C1=CC(=O)C(C)(C)C1(O)c1ccc(OC)cc1,417.0,144.0,
7168,62382,62382,MUKMUB,79-81deg.C,CCOC(=O)C(=C)CC(=O)c1ccccc1OC(=O)c1ccccc1,353.15,80.15,
7169,62400,62400,MUKXAR,494-499 K,COC(=O)C1=C2OCC(=C)CC2(C2C1C1(CC(=C)CC2(C(=O)OC)C1=O)C(=O)OC)C(=O)OC,496.5,223.5,
7170,62408,62408,MULBUQ,438 K,CC(C)C1CCC2C1(C)CCC13CCC(C)(O1)C(CO)C23O,438.0,165.0,
7171,62416,62416,MULGIJ,492-494 K,C1CCC2(C1)c1cc(ccc1c1ccc(cc21)c1ccccc1)c1ccccc1,493.0,220.0,
7172,62430,62430,MUMBEL,466 K,CC1=CC(=O)Oc2cc(O)ccc12,466.0,193.0,
7173,62432,62432,MUMCAB,452.4 K,C1Cc2ccccc2C=C(C1)c1ccc(cc1)c1ccccc1,452.4,179.4,
7175,62448,62448,MUMJEK,80 deg.C,OC1C(OCc2ccccc2)C(COCc2ccccc2)OC=C1C=O,353.15,80.15,
7176,62449,62449,MUMJIO,70 deg.C,CC(=O)OCC1OC=C(C=O)C(OC(C)=O)C1OCc1ccccc1,343.15,70.15,
7177,62461,62461,MUMMEN,68-70 deg.C,COc1ccc(OC(C=Cc2ccccc2)=C(C)C)cc1,342.15,69.15,
7178,62464,62464,MUMQIV,381-383 K,CC(CO)C1CC=C(C)C(O)C1,382.0,109.0,
7179,62469,62469,MUMRUH,411-412 K,CC(=O)OC1C(OC(C)=O)C(C)(C)C2C3CC(=C)C2C(C)(C3)C1OC(C)=O,411.5,138.5,
7180,62470,62470,MUMRUI,415 K,OC1CC(OC1COC(c1ccccc1)(c1ccccc1)c1ccccc1)C1CO1,415.0,142.0,
7181,62472,62472,MUMSAO,432-433 K,CC1CC(O)C2C3C1C2(C)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C3(C)C,432.5,159.5,
7182,62478,62478,MUMSOC,446-447 K,CC1CC(O)C2C3C1C2(C)C(=O)C=CC3(C)C,446.5,173.5,
7183,62480,62480,MUMSUI,461-463 K,CC1CC(O)C2C3C1C2(C)C(=O)CC(O)C3(C)C,462.0,189.0,
7184,62482,62482,MUMTAP,94-95 deg.C,CC1CC(OC(C)=O)C2C3C1C2(C)C(=O)C=CC3(C)C,367.65,94.65,
7185,62568,62568,MUQMIU,389-390 K,COc1ccc2c(c1)C1OC1Cc1cc(OC)c(OC)c(OC)c21,389.5,116.5,
7186,62584,62584,MURCUX01,90deg.C,CCOC(=O)C1=Cc2ccccc2OC1=O,363.15,90.15,
7187,62601,62601,MURTEY,84.0-85.0 deg.C,CC1(C)C2CCC(OC2=O)C1=O,357.65,84.65,
7188,62606,62606,MURXON,92.5-93deg.C,COC(=O)C1=CC2C3CC=CC3C1C(=O)C2(OC)OC,365.9,92.9,
7189,62613,62613,MUSCEI,86-87 deg.C,CCOC(=O)C1CC(OC(=O)C23CCC(C)(C(=O)O2)C3(C)C)C2OC12C,359.65,86.65,
7190,62631,62631,MUSMUI,406-408 K,CC(=O)C1(CCCCC1)C1(CCCCC1)C(C)=O,407.0,134.0,
7191,62634,62634,MUSNOD,94-95 deg.C,CC1(C)OC2COC(=O)C(O)C2O1,367.65,94.65,
7192,62640,62640,MUSVAZ,220.65 K,CC(=O)C(C)(C)C,220.65,-52.35,
7193,62697,62697,MUTYOP,360-361 K,CC(O)C1C2CCC3C2C(C)(C)CCCC13C,360.5,87.5,
7194,62700,62700,MUTZEJ01,344-345 K,CC1(C)c2ccccc2c2ccccc12,344.5,71.5,
7195,62712,62712,MUVCIQ,464 K,Cc1c2ccccc2c(C)c2c(C)c3ccccc3c(C)c12,464.0,191.0,
7196,62718,62718,MUVKIX,439-441 K,CC(C(OC(C)=O)C=CC(C)(C)O)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(=O)C(C)(C)C1CC3,440.0,167.0,
7197,62726,62726,MUVPAU,457-459 K,CC12CC=C3C(CCc4cc(O)ccc34)C1CCC2O,458.0,185.0,
7198,62728,62728,MUVPEY,520-522 K,CC12CC(O)C3C(CCc4cc(O)ccc34)C1CCC2O,521.0,248.0,
7199,62729,62729,MUVPIC,518-520 K,CC12CC(=O)C3C(CCc4cc(O)ccc34)C1CCC2O,519.0,246.0,
7200,62730,62730,MUVPID,467-469 K,COc1cc(O)c(CC23Oc4cc(OC)cc(OC)c4C2CC2(Cc4c(OC)cc(OC)cc4O2)O3)c(OC)c1,468.0,195.0,
7201,62734,62734,MUVPUP,412-413 K,O=C1OCCC23C=CC(CC12)C1(CO1)C3=O,412.5,139.5,
7202,62755,62755,MUWBAI,358 K,COc1ccc(cc1)C1=C(C=C(Cc2ccccc2)O1)c1ccccc1,358.0,85.0,
7203,62756,62756,MUWBEM,372 K,CC(C)CC1(C)OC(=Cc2ccccc2)C=C1c1ccccc1,372.0,99.0,
7204,62759,62759,MUWDEP,443 K,COC1CC2C3CC=C4CC(CCC4(C)C3CCC2(C)C1C(C)=O)OC(=O)C(C)c1ccc2cc(OC)ccc2c1,443.0,170.0,
7205,62763,62763,MUWFEQ,378 K,C=CCC1C2CCC(OCc3ccccc3)C(O2)C(=O)C1OCc1ccccc1,378.0,105.0,
7206,62767,62767,MUWGER,401-406 K,CC12CC3CC1CC(=O)C2CC3OC(=O)c1ccccc1,403.5,130.5,
7207,62768,62768,MUWGIU,80-82deg.C,OC1CCCCCCCCCCC1=O,354.15,81.15,
7208,62769,62769,MUWGOA,69-71deg.C,O=C1CCCCCCCCCCC1Cc1ccccc1,343.15,70.15,
7209,62772,62772,MUWHAO,531-535 K,CC=C(C)C(=O)OC1CCC2CC3(OC(=O)C(=C3CC2(C)C1C)C)C12CC3CCC(OC(=O)C(C)=CC)C(C)C3(C)CC1=C(C)C(=O)O2,533.0,260.0,
7210,62773,62773,MUWHES,90-92deg.C,COC(=O)C(C)C1=CC2(C)C(CCC(OC(=O)C(C)=CC)C2C)CC1=O,364.15,91.15,
7211,62774,62774,MUWHIW,434-436.5 K,COC12CC3(O)CCC(OC(=O)C(C)=CC)C(C)C3(C)CC1=C(C)C(=O)O2,435.25,162.25,
7212,62777,62777,MUWJAP,290-291 deg.C(dec.),CC1(C)OC2CC(=O)OCC32C2CCC4(C)C(OC(=O)C5OC45C2(C)C(=O)CC13)C1=CC(O)OC1=O,563.65,290.65,
7213,62788,62788,MUWMOG,202-204 deg.C,COc1cc(OC)c(cc1OC)C1C(C)C(C)C(O)C2=C1C(=O)C(=CC2=O)OC,476.15,203.15,
7214,62803,62803,MUWTED,235-237 deg.C,OC1(c2cccc3ccc4cccc1c4c23)C1(O)c2cccc3ccc4cccc1c4c23,509.15,236.15,
7215,62806,62806,MUWWIK,481-482 K,CC1(C)Cc2cc3OCOc3cc2C2=C1Oc1cc3OCOc3cc21,481.5,208.5,
7216,62809,62809,MUXBEM,477-479 K,O=C1OC2(Oc3ccc4ccccc4c3c3c(O2)ccc2ccccc32)c2ccccc12,478.0,205.0,
7217,62810,62810,MUXBEN,391.5-393.5 K,CC1CCCC(=O)C23OC2(C)CCC13,392.5,119.5,
7218,62811,62811,MUXBIQ,462-463 K,O=C1Oc2ccc3ccccc3c2c2c(OC1=O)ccc1ccccc21,462.5,189.5,
7219,62828,62828,MUXHUJ,401-402 K,CCOC(=O)C1(Cc2c(C1)c(c1ccccc1)c1c3ccccc3ccc1c2c1ccccc1)C(=O)OCC,401.5,128.5,
7220,62829,62829,MUXJIZ,89.0-90.9 deg.C,CC1CCC(C(C1)OC(=O)C1=CC(=O)CCC1)C(C)(C)c1ccc(cc1)C(C)C,363.1,90.1,
7221,62850,62850,MUXNID,392-396 K,O=CC1=CC2CCC(=O)OC2CC1,394.0,121.0,
7222,62851,62851,MUXNOJ,381-383 K,OC1CCCC2OC3CCC12C(O)O3,382.0,109.0,
7223,62865,62865,MUYDAL,408.5-409.5 K,OCC1OC(CC1O)c1ccccc1O,409.0,136.0,
7224,62866,62866,MUYDIT,378-379 K,OCC1OC(CC1O)c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,378.5,105.5,
7225,62897,62897,MXANTR,94deg.C,COc1c2ccccc2cc2ccccc12,367.15,94.15,
7226,62898,62898,MXBCUN,384-385 K,COC(=O)CCC1CC=C(C)C2=CCCC2CC1(C)C(=O)OC,384.5,111.5,
7227,62899,62899,MXBCUO,387-388 K,COc1ccc(cc1)C=C1CCC23C(C)CCC2C(C)(C)C3C1=O,387.5,114.5,
7228,62900,62900,MXBEPF,459-461 K,COc1cc2c(OC3(OC(=O)c4ccccc4)OC(=CC(=O)C=C23)C(C)(C)C)c(c1)C(C)(C)C,460.0,187.0,
7229,62904,62904,MXCINN02,447-448 K,COc1ccc(C=CC(O)=O)cc1,447.5,174.5,
7230,62907,62907,MXDSAD,389-390 K,CC1(C)C2CCC31C(C2)OOC13C2CC3CC(C2)CC1C3,389.5,116.5,
7231,62908,62908,MXEESO,180-3deg.C,COc1cc2CCC3C4CCC(=O)C4(C)Cc4ccc(c1)c2c34,364.65,91.65,
7232,62909,62909,MXESTO02,445 K,COc1ccc2C3CCC4(C)C(CCC4=O)C3CCc2c1,445.0,172.0,
7233,62911,62911,MXINDO10,373-374K,COc1cc2CCC(=O)c2c(OC)c1,373.5,100.5,
7234,62912,62912,MXMEST,180deg.C,COc1cc2CCC3C4CCC(O)C4(C)CC4C(C)c(c1)c2C34,453.15,180.15,
7235,62913,62913,MXMOCG10,328-329 K,COC1(C)OC(C)C2CCC1O2,328.5,55.5,
7236,62915,62915,MXMPBP,394 K,COC1(C)CC(C)C2=C(O1)c1ccccc1OC2=O,394.0,121.0,
7237,62916,62916,MXMPIN,385 K,COC1=C(c2ccccc2)C(C)(c2ccccc2)c2cccc(C)c12,385.0,112.0,
7238,62917,62917,MXNANO,392-394 K,COC1(CCC2=C(C1)C=CC1C2CCC2(C)C1CCC2=O)OC,393.0,120.0,
7239,62919,62919,MXPBUQ,212-4deg.C,COc1ccc(cc1)C1=C([O-])C(C1=O)=C1C=CC(=[O+]C)C=C1,381.15,108.15,
7240,62922,62922,MXPMNQ,454-455 K,COC1=CC(=O)c2cccc(c3ccc(OC)c(OC)c3)c2C1=O,454.5,181.5,
7242,62928,62928,MXRCDC,326-327 K,COC(=O)C12CCCCC1CCC(=O)C2,326.5,53.5,
7243,62930,62930,MXTBDC,313-314 K,COC12CCC3CCCCC3(C1)C(=O)O2,313.5,40.5,
7244,62937,62937,MYERGL,170-171deg.C,CC(C)C(=C)C1CC1C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,443.65,170.65,
7245,62946,62946,MZRRNE10,165-6deg.C,CC1C(OC(C)=O)C(=O)C2(COC(C)=O)C(CCCC32CO3)C21CC(OC2=O)C1=COC=C1,358.65,85.65,
7246,62954,62954,NABGED01,413-415 K,CC(C)C1CCC2(C)C(O)CC=C(C)C2C1O,414.0,141.0,
7247,62958,62958,NABHII,374-376 K,OC1CCCC2C3CCCC(O)(C3)C12,375.0,102.0,
7248,62967,62967,NABLEI,72-74 deg.C,CC(=O)OC(OC(C)=O)C=Cc1ccccc1,346.15,73.15,
7249,62977,62977,NABREN,406.5-407 K,C1COC(CO1)C1COCCO1,406.75,133.75,
7250,62997,62997,NACGEE,479-480 K,CCC(CCC(C)C1CCC2C3CC(O)C4=CC(O)CCC4(C)C3CCC12C)C(C)C,479.5,206.5,
7251,63050,63050,NADBUP,407K,COc1ccc2cc(ccc2c1)C(C)C(=O)OC1CCCCC1C(C)(C)c1ccc2ccccc2c1,407.0,134.0,
7252,63052,63052,NADCAW,363K,CC=CC(=O)OC1CCCCC1c1ccc2ccccc2c1,363.0,90.0,
